,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
C:\Users\Madan\OneDrive\Dina's Documents\Fourth Year\Music Analytics\Week 4\Lab Task\Chura Liya Hai.mid,14,8,26,1,65.82,6.393,69,9,2,6.768,4
